text,true_label,pred_label
jzgwrong is still wrong the circumstances dont matter you wont be punished though because you are part of the admin of this site now you need to grow up you fucking loser i just called it how i saw it it is a suicide and she will burn in hell for it also you will never get rid of me you and your deviant family have now become my personal project im working on a website about your sister as we speak so everyone will know all about what a stupid cunt she was and why it is good that she is now a festering corpse in the ground it can only be hoped that the rest of your family will follow shortly after so your defective genes will no longer contaminate the gene pool heres hoping that the terrorists make a stop in your hometown soon it would not be a big loss i have a right to leave entries on someones talk page he is welcome to respond but my discussion should not be removed,1,0
youre famous it looks like youve finally gotten the recognition you deserve you inbred little kite,1,0
your mouth says stop but your eyes say keep goooing,1,0
you obviously didnt read what they are writing or youre just someone who doesnt care im trying to work within the policies and every time i turn around one of you jerkwads pulls another thing out of thin air because you dont make any of this crap findable in the first place and use it to beat people over the head for your own sick amusement apparently,1,0
that is not a insult that is a reality that link is a lint to a racist group and armenian grow up their children with racism they send their children to genocide camps and teach them how barbarian turks are making genocide if you dont believe me please ask an armenian user,0,1
sajus right you accused spinecleaver of being me no no my friend ask an admin to use an ip checker rather than out right banning him youve made a big mistake this is going down in the books foolhahahhaawliya preceding unsigned comment added by 8910833173,0,1
give me a break im calling a pedophile a pedophile and youre saying there are no laws against it i would suggest you do the same and make out with a 13year old girl to test the law but thats revolting and hope that you dont and cannot fathom your defense of this yes child molesters are pedophiles and those who are committing this crime are pedophiles yourei just dont have words for someone like you defending pedophiles on my talk page gtfo,1,0
why are you here harassing me you will be banned but if you keep harassing me it will be more than that support a longer block the editors comments up above were you abused as a child calling editors evil et al are not something that can be settled with a 31hour block suggest a week and 3 months from rfa ironholds talk support ironholds proposalcoldplay exprt lets talk strong support he is now making unjustified claims that he is in the right and all involved are in the wrong he simply does not see or admit that his behavior is not acceptable here arcangel talk supportthough ill be waiting in anticipation of my permanent ban once he becomes unblocked p treasurytagtellers wands how funny all these people are that talk crap about things they dont know a damn thing about i will have so much editing to do with all these new people attacking me for no reason yep,0,1
its not massive its just one line you idiot obviously everyone here has some serious comprehending things its just one line and its inaccurate if you dont know anything about the nature of the matter please dont revert other peoples edits find something useful to do,0,1
and i talk a load of old balls,1,0
im not very wikiproficient and am a bit busy with my rather crappy fulltime job so im afraid theres not much i can do either i guess hell get away with it 1382512422,1,0
is dat some hermaprite,1,0
al ameer son you yourself should be banned on your user page you endorse a dictator nasser of egypt who said once that israel should be burned to the ground and that all jews should be thrown to the sea shame on you this is becoming a joint arab venture i see and dont think for a moment that the administrators are that stupid and theyre not thank god,1,0
keep your propaganda away from this article you are just another internet troll,1,0
sockpuppet how am i a sockpuppet of this socalled ugadawgs2000 or whatever it is whats a sockpuppet,1,0
oh im terribly sorry you seem to have mistaken me for somebody who gives a flying toss the reason i wont be making an unblock request is that once the 72 hours are up ill be blanking my userspace and quitting im only replying because i currently get email notifications and youre providing more evidence that youre unsuitable to be an admin for when your next challenge arrives theres no point in trying to edit wp when there are so many idiots out there in just the past few months ive had to deal with some moron who thinks deleting articles is the way to improve the site another bunch of idiots whitewashing a page because they cant face the idea that people do bad things in the name of their imaginary friend and now a moron who doesnt understand the basics of military command add to that you sandstein and beeblebrox who clearly believe that the letter of the law is more important than the spirit and its time to say goodbye tce,1,0
what the hellnobody complained until you came and started destorying my page whats wrong with you,1,0
i am playing by the rules you need to breathe out mate how can a law suit be brought for defammation or libel when the word alleged is used and other such provisional language ok a case can be brought but having studied law myself the judge would not rule in the plaintiffs favour the plaintiffs legal rep would probably advise against bringing such a silly action in the first place if he brought a case on the basis of such ambiguous language lacking in positivity so stop overestimating and exagerrating the legal potential of this type of statement you worry too much it probably stems from ignorance of the facts in your case,0,1
dude mind your own businessa friend of,0,1
skinned prick named olyeller got me banned he doesnt like it when people point out that he broke his promise finding 2 news articles from reliable and independent sources would shut me up if you do that ill make the text say annual myselfhttpenwikipediaorgwindexphptitletalkeverybodydrawmohammeddaydiffprevoldid425928499youre a lying piece of shit olyeller,1,0
will user isotope23 ever stop vandalising will user isotope23 ever stop vandalising this and the corresponding articleswhere are the admins to ban someone like that,1,0
as far as disputive edits are concerned you idiot i didnt made any just made a request to delete the images keep your temper to yourselfthank you,1,0
of which you are a senior editor,1,0
hear the voices in my head i swear to god it sounds like theyre snoring oh god yeah i want bleach in my mouth right now i keep falling down all these stairs and it keeps happening and they told me about stairs bro they told me dog,1,0
we are just trying to protest the military government why is everyone so concerned about this damn page but not the people of myanmar,0,1
current squad no fookin around with it alright,0,1
ewwwwwww its not tim dummy,0,1
there are zero reliable sources and i dont mean youtube and crawdaddy they are not reliable for this if theres a reliable source for the def leppard incident then include that in the article personally i cant stand danzig but thats irrelevant to producing an accurate article sourced reliably and not filled with seedy tabloid garbage you sound like someone with a bone to pick if you want gossip and sensational nonsense go read the sun otherwise nobody cares that danny lollipops deliberately provoked and then assaulted a singer backstage and then put the video online in hopes someone would listen to their awful band considering it was 5 years ago and nobody remembers the shitty band id say their ploy failed,0,1
women the ridiculous section on women claiming that many were forced into work for the first time and the war thus had an important part to play in the granting of votes for women should be removed i will write a new section when i have time but until then get rid of this outdated crap noone has seriously argued this since before the 1950s,0,1
cocksuckereskog is being reported to jimbo wales for blocking with no evidence same for deadlydragon abusinmg powers should be banned from wiki will complain to jw836756138,0,1
are you a jew are you a jew dont take what i say out of context like you people do to reverend wright,1,0
gleisinger corporation piss off,0,1
im glad that the motherfuckers wife died fills me with immense pleasure to know such a bigot had to suffer terribly d d d d d d d d,0,1
stay away please do not write on my user talk page any more i find your pederast life style very upsetting and disgusting writing on my talk page about it causes me to vomit,0,1
gothic metal please go listen to lacuna coil or cradle of filth and tell me if you still think their gothic metal,1,0
2011 french open dont leave silly little messages on my talk page saying i havent explained myself and revert with sure they are please that is not an explanation so heard of pot kettle black gee anyway see talkpage,0,1
upskirtingi enjoy looking up womens skirts,0,1
bad grammar the phrase all your base are belong to us is comeletely and annoyingly bad grammar it should be something like all of your bases now belong to us or all of your bases are ours now because of the word all base should be plural bases the phrase are belong is incorrect the phrase is idiotic and stupid and should be changed to be correct opinions,1,0
unsolicited sounds as if sukecchi came to your son and told him he was gay in fact the relevant userbox sat in his userspace along with such uncontroversial personal information as his being male and what state he lives in its common on this site that editors declare facets of their individuality to build a sense of community that creates another incentive for us to be here and work on articles just as workers everywhere chat around the water cooler and companies tolerate some slacking off as long as the work gets done we have different standards on a volunteer site but indicating someone declaring his sexual orientation will make others feel turned on is creation of unnecessary drama t,0,1
9 march 2006 utcwhat a complete crock by calling everyone under the age of 18 a child which the dictionary correctly defines as a human between the ages of infancy and puberty you can make everything even remotely sexual sound salacious and evil teenagers are insulted to be called children and if you start using terms like teenage sex and teenage sex with adults to describe problematical behavior by kids old enough to know better the poor little abused children angle is more difficult to sell maybe we should just go to the ultimate extreme and legally define everyone under 18 as a baby then all sex with minors could be poor little babies being abused and raped which would no doubt please the judith reismans john ashcrofts and david finkelhors of the world when such semantic games have to be employed to sell an agenda with disqualification of everyone holding a different perspective as perpetuating the abuse what you have is pseudoscience and flimflam and not unbiased reporting 2010,0,1
fu zaphod beeblebrox take ur towel and leave,1,0
by her logic you can be a serial killer and lynch black people and still go to heaven as long as you admit youre a sinner but someone like gandhi or the buddha is straight to hell great theology folks,1,0
that is nonsense whatever ones views on children in nudist beaches the portrayel of a naked prepubescent child with her vagina barely blocked out is not art it is not a different take on morality it is child abuse issues like this are black and white since the child is being subject to massive worldwide audience irrelevant to one countries moralistic regression this nihilism which you honour lacks any intellectual basis it basically lies on the assumption that since moral habits change over time and vary from place to place we can have no moral base and thus anything goes i am not some prudish conservative as you might assume i am irish and am what an american might describe as a political liberal this issue concerns child abuse and this communities excessive nihilistic permissiveness in this regard it is a black and whiteright and wrong issue,1,0
viriik is a prick,1,0
he is surely a sockpuppetmr boriquastar must be a sock puppetis not long until he be blocked againfinally the dominican republic article is coming to shape,0,1
mill dickwad admin hilarity ensues by blocking me from editing,1,0
no i will not read the three policies that were linked why booorrrriiinnggg,0,1
thanks for proving my point youve obviously never had sex with a redhead d,1,0
wikipedia is about presenting accurate information oh my bad please pardon my silliness i should have said i was as stupid as they come for ever believing that wikipedia is all about presenting accurate information telling the truth or presenting accurate information what difference does it really make here stop it barry,1,0
and what is matt sanchez hes a guy who continues overcome obstacles maybe thats what bothers you the most since you tried to bully him and lost,1,0
disregardmight i add that he started it read the comments on my talk page and youll see if not check his history iw as being nice and giving tips to him all of a sudden he attacks me and calls me a vandal it was in my defence that i retaliate back youll also notice he hasnt deleted the message i left on his talkpage thus making me look bad if anything you just dont get the gist of what he is trying to do he reverts my edits from the page without explanation so in other words he is an asshole and your praise earns little weight on wikipedia i have a right to defend myself and my comments are not uncivil merely strong criticism hes an asshole because he acts like a retard talk contribs,1,0
if zarine khan were indian youd feel very white but i am sorry she is a pathaniranic and you are still dark skinned indian,0,1
chuck want to run for rfa rfa is dying because of all the harassment and bad behavior want to run for rfa and show up those idiots from years ago it would be hilarious if you did,0,1
wikibreak have a lot of exams to study for at the moment and very fucked off with the bias on show in wikipedia so might not reply straight away to any comments posted bigdunc,0,1
the administators here should be ashamed of yourselves you are wrong about your criticisms of this user and your corrections of himher are very wrong this user has made valid points of your bullying and mob mentality toward himher you are all bullies you will probably attack me as well now you should seek help especially the one that started it all,1,0
not a bad little essay its not that i suck at the game rather i may suck but we will never know because i absolutely refuse to play integrity and honesty mean far more to me than the valuesfree civility of gradeschool gossips snitches and hall monitors this is just another minor piece of evidence that bizarro world remains bizarro world,1,0
i appreciate your thoughts however sadly i think my opponents appreciate wp policies only too well the policies are the problem all they have to do is repeat the same crap over and over ignoring the logic any discredited scientist gould as a source will do and the moment i say no youre an idiot content ignorant admins will block me hence wp will go to whoever is willing to repeat themself enough cheers,1,0
stop stupid acusations i find it unacceptable to delete peoples contribution without any comments i have now been repeated acused of writing a long rant while all my modifications thereof have been reverted there is no official evidence incriminating osama as the eavil doer this reenforces why all acusations of muslim terrorist attack should have proper quotationif you lack such sources which i claim you do we do not need your opinion to provide the rest of realityyour lies as the truth here in wikipediathe suggestion there would be sufficient proof or even mainsteam consensus about the event is a clear lie i personally find it unimaginable that wikipedia has a page where muslim extremists are claimed to be the cause leaving no room for any sensible explainationno referrences to obstruction of justice huh the article should clearly mention the great effort the bush administration made of hiding all the evidence this was the main embodyment of the attack obstruction of justice of this scale is a far bigger crime as murderfollow the moneythe page should mention lary silverstein owned the building for a day and a half and maxed out the insurance for multiple terrorist attacks thus he cashed in multiple timesthe muslim extreamist terrorists label kita discussion about using the word terrorist seems to provide an interesting vessle to obstruct the discussion it has repeatedly been made clear the word terrorist attack can be used to explain the event but there is no ground to keep calling those who staged the event muslim extreamist terrorists,0,1
hey kuru there is something really wrong with the administration of wikipedia and i am not the only one to know about and complainsfor quite a while i had been hesitant but after a comment by a polish wikipedian i was finally encouraged to leave polish wikipedia for some time only perhaps i decided to move to the english wikipedia for a changeregardskpjas talk although i am aware that he kpjas have his own problems for some it might be a positive developmenti want to remind you that in us at one time they needed to block the ip of us gov because the politicians were polishing their resumes and were using the wikipedia as they election platformyou have responded to my comments in a way positivelythe problem is still that bunch of administrators have no idea what the hell they are talking aboutplease read my comments and make appropriate corrections as a shoddy communist agents tabloid operating the disinformation campaign shall never be called a prominent newspaperyou do not call a clochard a prince and prince a clochardthere is to much crap like this specially related to abuse by the polish administrators who are either connected with the propaganda machine or are brain washed as an expert on many issues i believe that all ips of some bloody idiots from poland should be banned for all other languages so we will have the real and unbiased by the people who do not understand what is freedom liberty and democracy and vandalize the web pages with their totalitarian communist bias after being brain washed since 1945 by several decades from generation to generation and educated by the communist teachersby reading the crap on the pl wikipedia some sections of it specially connected to the history politics and resumes of politicians should be completely taken off air once and for everthanks,0,1
september 2009 utclook agent orange i dont care any more its expletive deleted people such as yourself that make wikipedia such a shoddy source of misinformation write whatever you like and keep living inside that dark dank watchtower however youre mistaken on the long list of authors for the cv article hey have a riot yawn 2020 7,0,1
i retain the right to delete comments that i find too obnoxious for mere words translation any argument scalzi cant win youre pathetic keep on censoring anyway you cant debate with buddy c ya,1,0
what the hell are you talking about inserting tags on an article is not vandalism and in an article on a location anything which is not cited could be original research or point of view and have you read the layout of the article do not bother me with idle threats which have no basis again good day,0,1
if millwall brick exsits the name was made up by cheap red wine soaked hacks in fleet street with a remit to slur the good name of millwall fans as much as possible now tou must excuse me for now i have to go and start a riot eat a baby and beat up an old lady with my millwall brick rene,1,0
unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon unblock shannon,0,1
that is absolutely falseyou posted a civility warning in my talk pagethat was the only time that you posted there ever for this issuemy reaction to that was to come here to ask what happenedwe discussed it here and when the discussion ended without any result i removed the civility warning from my talk page because i use to archive remove old conversations in my talk pageautomatically wen you saw i had removed the civility warning you blocked me for a 24 hour periodyour block was absolutely illegitimate for various reasonsthe way you did itthe reason you gave to block me was yes ive seen the comment on your talk page this was the combination of mine and his responses to your previous question and few minutes later you posted 24 hour block issuedall this information was posted in your own talk page and talking to another useryou did not communicate to me that you had blocked me i did not see that you had blocked me until few days later the block had expired i came to your talk page and saw that you had said that you had blocked mein addition by not communicating me that i was blocked you did not allow me to ask other admins to review my blockthe reasons why you did itit is not stated anywhere in this wikipedia that an user cannot remove stuff from his talk pageyou neither told me not to remove that stuffi accepted and fulfilled your request of having a civil attitude ignoring what i had done before which was not much since the moment you told me that i kept a civil attitudei also lost my time coming here to reply you so there is no possible way to say that i ignored your requestin all your block was just full of irregularities it was not a normal admin block but rather a thoughtless decission that you took without following any kind of procedure you just decided that i had to be blocked because you might think that removing the civility warning that you had posted in my talk page was some kind of lack of respect towards you but it is frankly stupid to think that way because of the reasons ive explained aboveand since you realized that you had comitted an enormous mistake that you had used your admin powers despotically you just repeatedly ignored the requests that i did to you in your own talk page where i asked you why had you blocked me this one and this one adding to your unjustified attitude towards me a high grade of arrogancein addition you are threatening me read well what i wrotehello why did you block me since when removing a civility warning from ones talk page is something that deserves a block you did not even communicate my block to my talk page i am stil waiting for a justification of your abusive attitude as admin you not only block for no reason but you also ignore peoples requests of justificationwhere do you see a lack of respect here where do you see that i keep an uncivil attitude honestly you are the one being uncivil if you carry on in the line you are takng you will be blocked again which line i am takng and why do you threaten me if you do not wish to contribute constructively to the encyclopedia then we shall make sure that you do not prevent others from contributing oh we this sounds to me more like a street gang threatening a poor pedestrian than an admin giving wise advices to a poor wikipedian go to my user page and see the articles ive created isnt that a positive contributionlook i am not being uncivil it is you the one being disrespectful with me and i am not ignoring your requests of being civil i am fulfilling them and it is rather you who are not only ignoring my requests of justification for the actions you carried out against me but also threatening me with new repressive measures,0,1
scienceapologist i sincerely believe that scienceantagonist is a bigot liar and cheat he is known to have hacked sites spammed email addresses and also to have been banned from science bulletin boards in his relentless pursuit of any ideas that challenge his own world viewhis ongoing and underhand attacks on ian tresman mark sad days in the history of wikipedia ian tresman deserves a fair hearing8235165180 dvdplasmacosmologynet,0,1
the returds need to get a lifeinstead of cruising sheens wiki talk page night and day if you cant handle the truth eat shitretarded much just sayin talk 122 13 january 2016 utcthe amazing spiderman 2hi i apologize in advance for not knowing the wikipedia procedures for this type of thing but i wanted to point out that the amazing spiderman 2 is listed in his filmography first this film did not come out in 2013 as indicated by the table and will not come out until this year and second martin sheen will not be in the amazing spiderman 2 as spoilerhis character uncle ben was killed in the first movie in the series revamp the amazing spiderman which was a 2013 film preceding unsigned comment added by 685742233,0,1
wikipedia is not censored when we censor something like the penisvagina game we call it appropriateness when we censor something like racial epithets the question doesnt even come up by the way tomorrows featured article is john calvin i wonder if he would have us burned to the stake,0,1
it looks like i reverted it to an old version or something by accident i was just editing the first paragraph i have no idea how the fuck that happened ill fix it now,1,0
s i ws in the grcery stre the ther day and i fund sme nice nl lubricant fr indins would you like some,0,1
replying to abovesimply putanus,0,1
snowded demonstrating his autism once again,0,1
only a neonazi quack would insist on an aryantainted view of pie as a single language with a single people romantic notion but obviously not science 507213925,0,1
warning mrzaius has a hardon for the term lolcats and will use any means necessary to preserve it over the correct term caturday because it is the only way the slobbering fatfuck can get it up,0,1
wow youre one of those guys whose idea of contribution is retribution by deleting others comments arent youfiguresthe gender gap will never be closed unless wikipedia becomes a place for women to gossip and socialize with each other on the only cultural bias wikipedia has is that it is biased towards objectively important subjects such as science which coincidentally happen to be those pursued until recently by the western society which incidentally has always been the only culture around at all the undue coverage of women comes from the fact that there are less notable women insisting on equal coverage of women and men will result in unequal proportion of notable and nonnotable people the policies supposed to make the place more accessible to women such as illconceived politeness will only result in making it less accessible to people who only care about getting the fucking job done,0,1
no you deleted my stuff because you havent read the bible or the quran you really want me to reference the bible this word is from the bible everyone knows that but you are waisting your whole life not just your time if you think about it you have slept 10 years of your life if you are 30 yrs old you will work 13 of your life also the rest you will spend on wikipedia following guidelines of a wikipedia hhahah there is no hope for you read the bible dawg they have those in australia,0,1
so whats the difference key between wiki and google google has been rolling in billions of dollars in revenue whereas wikis founder has been begging people to donate to keep it afloat keeping tens of thousands of intelligent poeple to guard the content is the most stupid way to run a business,1,0
sure ill take a picture of myself giving you the middle finger because thats what i think about the jackoffs that have ruined my page for anyone who is actually a fan of lance cade just tell me where to send my finger,0,1
bow before saxon fools australia in 2007 you know who to vote forbut why vote saxonwell lets say he can fix all of our problemsjapanese whaling by destroying the whole of japanglobal warming through genocide which means less driversiraq war by including all terrorist as the 13 of the population to be decimatedcrappy politicians by gassing them hitlerstylepollution everytime you drop a butt the toclafanes kill a kitteni mean humanovercrowding in prisons capital punishment via toclafanesenergy wasting death by toclafanes to all people who spend 10 hours a day on the internetthe avatar shipping war simple threaten the writers of avatar with death by toclafanesand im sure you would like this onewikipedia vandals im sure you get the drill by nowso on election day australia make your vote count put a big x in the box for mr saxon,0,1
hint read the exchange in the preceding section you lazy but prissy fusspots,0,1
merry christmas should not be allowed on wikipedia it offends jews like me i think i will report you haunted angewl for not maintaing a pov view thought you were good nope you are a creul user who hates people who post here i will do everything in my power to ban you if i have to make my dad buy the website,1,0
wich happen to rule your site in a manner that is worse than all the nazi generals during 2nd world war,1,0
attack is not personal if avitar hides behind wiki like a little manboy wanker,1,0
this is total crpi do not send viruses tell me how you are one person who loves to lay blame where thereis no guilt based on assumptions see post hoc ergo prosper hoc in logic now what the hll should i use to introduce a comment if not then whatwhy not just tell meeh or is that too kindbeside ml said he had no email was this a lie maybe soi email zoe and she gets no viruses ask her just do not open attachmentsgod the lies and lies i find herebeckjord beckjord,0,1
i agree with sophys duckling whoever wrote that america is a police state is an idiot troublemaker and should be put in prison what thay sead about cuba makes me think it was probably a joo or a gipsee too its about time we see some folks standin up for whats right on this here wikipedia its a good thing that you adminerstraters can block users too im glad to see sum folks standin up for real christian values real texas values baby,0,1
what makes you think that i care about anything such an obviously unhinged person has to say about ducks or expressos or socks or anything else leave me alone 19310919935,0,1
it is not just you this is a laundry list of stupid allegations scooped up from godknowswhere probably twothirds of it has little basis in fact,1,0
rearrested august 2013 new child sex abuse case,1,0
im back mother trucker did you miss me 94192243100,1,0
recent deleatist vandalizationdear extreemist your recent jabber on extreemist groups gave no indication why you were deleating ligitimate links from the see also freedom fighters and opression younappear to be promulgating terror by depriving the world of forums to work out differences and ideas please stop yout jewish hatepastdr ban text here but server deleted it you are cowards and dishonest,0,1
re msg you must understand that the sentence in question was originally added as a joke by me and i regret that but later was restructured and even supported with a botched up evidence by someone with a vested interest of laundering the effects of msg there is no evidence of the effects on humans being different from that on rats the supporting study that i keep deleting is a nonscientific survey gimme a break some freakin survey is used to prove that msg does not cause obesity in peoplejust flip a few weeks back in the history and you will see how the original subsection appeared,0,1
what a stupid userunfriendly badlydesigned bot if thats what it is then instead of blandly and repeatedly plastering invalid all over the page it could have noted the missing content and it could have been fixed straight away and i wouldnt trust the administrators too much youll see theyve already deleted a similar photograph for the same entry which actually showed the person who invented the black box,0,1
oh god yeah the writers think were stupid well sorry writers we know everything lol,1,0
holding jews to higher standards than arabs is racist do you think arabs are inferior to jews,1,0
what is up manwhat up man im kinda lonly right now i live in california and my girlfriend just died and my best friend just commited suicide im kinda sad and shit but u know shit happenslol do u believe in god,1,0
falsely claiming that i have continued with the same behavior eh id like to know if you always lie that way or if you just feel like lying on occasion oh im sorry i guess it might just be incompetence and not the willful lying it appears to be either way it isnt true,0,1
oh you blocked me did you where were you when scjessey called me dumb a liar and said he wanted to use raid on me on the pd talk page no need to answer shell that was a rhetorical question youve already made your ideology quite clear it really is too bad that the only arbs whove demonstrated one iota of common sense arent participating on the case ethical people tend to recuse while the unethical refuse to recuse basically admins tend to come in two flavors very few exceptions activist or average in a project like this being average simply doesnt cut it and this is especially true for arbs go go planeteer,0,1
you are harrassing me then,1,0
do you just sit around all day waiting pouncing on people having a laugh sad,1,0
gwen gale ms gwen gale you are the one who is vilolating wikis policy and you are abusing your powers as an editor to distribute this garbage and propaganda your source documentation is nothing more than hearsay there are many theories which exist regarding the dispappearance of these two historical figures yet you choose to use wikipedia as your personal sounding board i have several authors scholars and historians standing behind me to refute your claim of your sourced documentationvandalism is any addition removal or change of content made in a deliberate attempt to compromise the integrity of wikipedia the most common types of vandalism include the addition of obscenities or crude humor page blanking or the insertion of nonsense into articlesms gale you are the one in violation fo this not i your editing is nothing more than nonsense you are comprising the integrity of wikipedia by refusing others to correct your hearsay and propaganda if anyone tries you banned them you are nothing more than a wiki nazi,0,1
mctrain this talk of the article being a hoax is a lie someone placed vitus name into a fake article about sacred skull order and then everything that was also attached to vitus got destroyed believing that it was a hoax it all went through the grinder but that is bullshit there is no hoax with anything attached to the vitus person except that his name was unfairly put into that bogus society article go to wwwavoisioncom and punch in what people said about him when he took on his title those are the pople that looked to make trouble withthe guy on wikipdeia now if anyone writes about any topic related to this guy they are labled as a hoaxer but every peice of work i have written on is verifiable by the sources given and is truthful why should anyone put up with this constant accusation of hoaxing there is no hoax except for people placing the guys name into a bogus sacred skull order article why should eveything else be destroyed too this is bullshit and im sick and tired of that,0,1
such my cockyoure threatening to block me i can change my ip adress within a manner of seconds ive been blocked from this site so many times that even if ill be living till the end of times i wont be able to count them i remember that at one times i was banned for three months yet i was revandalising this site and attacking wikipedians before the ban was over,0,1
hard ball awww you boys seem awfully toughbut id suggest that you end your quest to fill wikipedia with disgusting antisemtitism and racismnever forget that however many times you try to vandalize this page or othersill be there to revert your edits immediatelylet the games begin,1,0
the second member of his surname is not spelled right it starts with an f you know carterfck,0,1
wow thats funny because you are the biggest ahole ive encountered on here stop harassing me,0,1
heather lacunt has also been trolling the licd forums apparently but cant even get her dates right and lied her ass off about the process and meetings involved in teletoons theft of the show idea,0,1
chillum in a fair project what you said would be completely true but the project stinks of bishonens rancid smell as i said in my valid and now removed comment bishonens few asses always rush to cover up her shit like dr michel just did he removed my comment and blocked me from making more comments so do you really want me to allow bishonen drmies et al to do the same to my regular admin account knowing what they get away with on here no i dont think so there are billions of ips for us to throw away and make our points i only have one account here by the way many editors are now using throw away ips the projects culture not them is to blame 18087192228,1,0
jews are an ethnicity please dont post ignorant comments denying we are,1,0
send any messages ok pricks,0,1
dear friend protecting the article to the no end date you are showing your nazi and fascist behavior why because only nazi and fascist and communist accusing somebody without any prove this is nazi goebbels methodsbut thanks you showing real wikipadia purposes and whom you are serving,1,0
my sockets are stayingthe admins are doing blow job 809929195 809929195,0,1
that last link you gave me does not make sense oh i checked out pages you have created there are barely any citations on them but no one has said anythingcorrupt,0,1
i havent been around the page much lately sick of haggling over trivialities but the last time i checked the lead was largely the one written my mathsci which i had tweaked a bit after the mediation was over as for my redactions they were surgical carefully removing personal comments without affecting the meaning of the sentence and mostly affected technofaye whose mouth consistently runneth over i redacted mathscis comments 3 or 4 times as well as comments from several others it had no impact on the discussion except to remove inflammatory wordingoccam arthur is trying to insinuate that im guilty of some sort of malfeasance without actually coming straight out and accusing me of malfeasance because has no evidence or even a decent reason to believe that ive done something wrong plus he thinks were all too stupid to recognize that hes being uncivil when he does it indirectly like this if he wants to make an explicit argument against me out of this mess of handwaving let him as soon as he does ill take him to ani and request he be blocked for gross incivility if he just wants to keep insinuating then hes got a toothless argument that you can safely poopoo in proper victorian style ludwigs2,0,1
